ID,country,Cliente,Estado,opco_lico,categoria1,categoria2,categoria3,categoria4,Fecha de Creación,Día de la semana 2,criticidade,Hora de la Semana,horas para solucionar un incidente,impacta_venda,helpdesk
3970450,ARGENTINA,LAR.OLI Olivos,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,NO CATEGORIZADO,2023-07-02 00:00:00,Domingo,,20,906,,REST-IMNCR
3970414,ARGENTINA,LAR.B31 Local B31  - Barrio 31,FECHADO,LICO,RESTAURANT,SOFTWARE,Pc Gerencia,NO CATEGORIZADO,2023-07-02 00:00:00,Domingo,,20,906,,REST-IMNCR
3972091,ARGENTINA,LAR.PMJ Jumbo Palermo,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-03 00:00:00,Lunes,,13,888,,REST-IMNCR
3980235,ARGENTINA,LAR.PER Pellegrini Rosario,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-05 00:00:00,Miercoles,,22,829,,REST-IMNCR
3980027,ARGENTINA,LAR.ANC Av. Rafael Nuñez 4764,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,PIDE CONTRASEÑA,2023-07-05 00:00:00,Miercoles,,20,819,,REST-IMNCR
3984526,ARGENTINA,LAR.LSC Paseo Libertad Sabattini,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-07 00:00:00,Viernes,,13,792,,REST-IMNCR
3989130,ARGENTINA,LAR.FLA Florida,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-09 00:00:00,Domingo,,15,740,,REST-IMNCR
4001181,ARGENTINA,LAR.QUU Quilmes Unimarc,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,Pc Gerencia,NO CATEGORIZADO,2023-07-13 00:00:00,Jueves,,23,733,,REST-IMNCR
3989051,ARGENTINA,LAR.COL Colegiales,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-09 00:00:00,Domingo,,14,728,,REST-IMNCR
3991309,ARGENTINA,LAR.FEC San Fernando Carrefour,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-10 00:00:00,Lunes,,13,718,,REST-IMNCR
3990506,ARGENTINA,LAR.SF2 Plaza Italia,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-10 00:00:00,Lunes,,10,708,,REST-IMNCR
3986773,ARGENTINA,LAR.NVC Nuñez y Victorino Cordoba,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-08 00:00:00,Sabado,,11,705,,REST-IMNCR
3981423,ARGENTINA,LAR.CMZ Colon y Mitre Mendoza,FECHADO,LICO,RESTAURANT,HARDWARE,MONITOR KVS/COCINA,CABLES DAÑADOS - FALTANTES,2023-07-06 00:00:00,Jueves,,11,694,,REST-NCR
3998853,ARGENTINA,LAR.MA2 Maipu 2,SOLUCIONADO,OPCO,RESTAURANT,HARDWARE,IMPRESORA FISCAL/TIQUETES,IMPRIME INCORRECTAMENTE,2023-07-13 00:00:00,Jueves,,9,684,,REST-NCR
4000775,ARGENTINA,LAR.LAR Paseo Larrea,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,NO MUESTRA PEDIDOS DE POS,2023-07-13 00:00:00,Jueves,,18,674,,REST-IT-ARGENTINA
3975858,ARGENTINA,LAR.SJN Patio Alvear,FECHADO,LICO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-04 00:00:00,Martes,,14,670,,REST-IMNCR
3976678,ARGENTINA,LAR.CMZ Colon y Mitre Mendoza,FECHADO,LICO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-04 00:00:00,Martes,,16,667,,REST-IMNCR
3983377,ARGENTINA,LAR.MED Corrientes y Medrano,FECHADO,OPCO,RESTAURANT,SOFTWARE,SHRMS,NO BAJAN FICHADAS,2023-07-07 00:00:00,Viernes,,1,657,,REST-IT-ARGENTINA
3999819,ARGENTINA,LAR.NCS Nuevo Centro,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-13 00:00:00,Jueves,,13,647,,REST-IMNCR
3997541,ARGENTINA,LAR.R8P Ruta 8 Pilar,FECHADO,OPCO,RESTAURANT,HARDWARE,Monitor Orb,SIN CONEXION,2023-07-12 00:00:00,Miercoles,,16,643,,REST-IT-ARGENTINA
4006782,ARGENTINA,LAR.CCR Cordoba y Caferata Rosario,SOLUCIONADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-16 00:00:00,Domingo,,12,631,,REST-IMNCR
4002057,ARGENTINA,LAR.MAI Maipu al 1000,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-14 00:00:00,Viernes,,11,625,,REST-IMNCR
4007460,ARGENTINA,LAR.TMZ TERMINAL MENDOZA,SOLUCIONADO,LICO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-16 00:00:00,Domingo,,19,625,,REST-IMNCR
4007504,ARGENTINA,LAR.NOR Ruta 27 y Nordelta,SOLUCIONADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-16 00:00:00,Domingo,,20,624,,REST-IMNCR
4003429,ARGENTINA,LAR.SF3 Santa Fe y Pueyrredon,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-14 00:00:00,Viernes,,18,617,,REST-IMNCR
3968871,ARGENTINA,LAR.AB2 Abasto Automac,FECHADO,OPCO,RESTAURANT,SOFTWARE,FLEX BACKOFFICE,FLEX INVENTARIO,2023-07-01 00:00:00,Sabado,,21,615,,Flex N3
3974319,ARGENTINA,LAR.NUN Nuñez,FECHADO,OPCO,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,2023-07-04 00:00:00,Martes,,9,613,,REST-IMNCR
3974754,ARGENTINA,LAR.SM2 San Miguel 2,FECHADO,LICO,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,2023-07-04 00:00:00,Martes,,10,612,,REST-IMNCR
3975213,ARGENTINA,LAR.LGM Los Gallegos MDP,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-04 00:00:00,Martes,,11,611,,REST-IMNCR
4008770,ARGENTINA,LAR.MI1 Mitre 1,SOLUCIONADO,OPCO,RESTAURANT,HARDWARE,MONITOR KVS/COCINA,SIN CONEXION,2023-07-17 00:00:00,Lunes,,12,608,,REST-IMNCR
3976613,ARGENTINA,LAR.PLS Plaza Liniers Shopping,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-04 00:00:00,Martes,,16,606,,REST-IMNCR
4008760,ARGENTINA,LAR.TEM Terminal Mar del Plata,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,RELOJ BIOMETRICO,EMPLEADO NO PUEDE FICHAR,2023-07-17 00:00:00,Lunes,,12,606,,REST-HORUS
4008913,ARGENTINA,LAR.RVC Av. Fuerza Aerea Cba.,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,RELOJ BIOMETRICO,HUELLA INHABILITADA,2023-07-17 00:00:00,Lunes,,13,606,,REST-HORUS
4007110,ARGENTINA,LAR.GRF Grainico Santa Fe,SOLUCIONADO,LICO,RESTAURANT,HARDWARE,Gaveta,EQUIPO DAÑADO,2023-07-16 00:00:00,Domingo,,16,605,,REST-NCR
4005950,ARGENTINA,LAR.SGC Solar de la Abadia,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-15 00:00:00,Sabado,,22,591,,REST-IMNCR
4005992,ARGENTINA,LAR.BEL Belgrano,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-15 00:00:00,Sabado,,22,590,,REST-IMNCR
3978253,ARGENTINA,LAR.WOC Av. Constituyentes 6020,FECHADO,OPCO,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,2023-07-05 00:00:00,Miercoles,,10,588,,REST-IMNCR
4011925,ARGENTINA,LAR.AT1 Av. Triunvirato 4680,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,2023-07-18 00:00:00,Martes,,10,586,,REST-IMNCR
4011508,ARGENTINA,LAR.PLL Peatonal Lomas De Zamora,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-18 00:00:00,Martes,,10,586,,REST-IMNCR
4011527,ARGENTINA,LAR.PLL Peatonal Lomas De Zamora,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-18 00:00:00,Martes,,10,586,,REST-IMNCR
4011552,ARGENTINA,LAR.PLL Peatonal Lomas De Zamora,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-18 00:00:00,Martes,,10,586,,REST-IMNCR
4011582,ARGENTINA,LAR.PLL Peatonal Lomas De Zamora,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-18 00:00:00,Martes,,10,586,,REST-IMNCR
4011603,ARGENTINA,LAR.PLL Peatonal Lomas De Zamora,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-18 00:00:00,Martes,,10,586,,REST-IMNCR
4011620,ARGENTINA,LAR.PLL Peatonal Lomas De Zamora,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-18 00:00:00,Martes,,10,586,,REST-IMNCR
4004982,ARGENTINA,"LAR.P9C Peatonal 9 De Julio, Cordoba",FECHADO,OPCO,RESTAURANT,HARDWARE,MONITOR KVS/COCINA,SIN CONEXION,2023-07-15 00:00:00,Sabado,,13,585,,REST-IMNCR
4012308,ARGENTINA,LAR.PIL Pilar,SOLUCIONADO,OPCO,RESTAURANT,HARDWARE,MONITOR KVS/COCINA,SIN CONEXION,2023-07-18 00:00:00,Martes,,11,585,,REST-IMNCR
4005207,ARGENTINA,"LAR.LIT Avenida Roca 3440 y Libertad Alsina 3450, Tucuman",FECHADO,LICO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-15 00:00:00,Sabado,,15,584,,REST-IMNCR
3980005,ARGENTINA,LAR.LEZ LEZAMA,FECHADO,LICO,RESTAURANT,SOFTWARE,NEWPOS,NO CATEGORIZADO,2023-07-05 00:00:00,Miercoles,,19,579,,REST-IMNCR
4006679,ARGENTINA,LAR.PLL Peatonal Lomas De Zamora,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-16 00:00:00,Domingo,,12,577,,REST-IMNCR
4006750,ARGENTINA,LAR.SMM San Martin Peatonal Mdp,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-16 00:00:00,Domingo,,12,577,,REST-IMNCR
4006756,ARGENTINA,LAR.R02 Don Torcuato,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-16 00:00:00,Domingo,,12,577,,REST-IMNCR
4006886,ARGENTINA,LAR.BMZ Barraca Mall Mendoza,FECHADO,LICO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-16 00:00:00,Domingo,,13,575,,REST-IMNCR
4006753,ARGENTINA,LAR.SF6 Santa Fe 3684,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-16 00:00:00,Domingo,,12,562,,REST-IMNCR
4015727,ARGENTINA,LAR.ESF Eva Peron,SOLUCIONADO,LICO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-19 00:00:00,Miercoles,,12,561,,REST-IMNCR
4015728,ARGENTINA,LAR.LHZ Las Heras Mendoza,SOLUCIONADO,LICO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-19 00:00:00,Miercoles,,12,561,,REST-IMNCR
4016434,ARGENTINA,LAR.PJC Paseo del Jockey Cordoba,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,NGK,IMAGENES FALTANTES/INCORRECTAS,2023-07-19 00:00:00,Miercoles,,15,558,,REST-IMNCR
4016604,ARGENTINA,LAR.PJC Paseo del Jockey Cordoba,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,NGK,IMAGENES FALTANTES/INCORRECTAS,2023-07-19 00:00:00,Miercoles,,15,557,,REST-IMNCR
4016773,ARGENTINA,LAR.PIV Pilar Village,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-19 00:00:00,Miercoles,,16,556,,REST-IMNCR
4016842,ARGENTINA,LAR.RES Resistencia,SOLUCIONADO,LICO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-19 00:00:00,Miercoles,,17,556,,REST-IMNCR
4016862,ARGENTINA,LAR.SMZ San Martin Mendoza,SOLUCIONADO,LICO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-19 00:00:00,Miercoles,,17,556,,REST-IMNCR
3982842,ARGENTINA,LAR.PLS Plaza Liniers Shopping,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,NO CATEGORIZADO,2023-07-06 00:00:00,Jueves,,19,555,,REST-IMNCR
4016951,ARGENTINA,LAR.SMZ San Martin Mendoza,SOLUCIONADO,LICO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-19 00:00:00,Miercoles,,17,555,,REST-IMNCR
4017217,ARGENTINA,LAR.CSR Av. Centenario 3500,SOLUCIONADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-19 00:00:00,Miercoles,,19,553,,REST-IMNCR
4008878,ARGENTINA,LAR.QUJ Quilmes Jumbo,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-17 00:00:00,Lunes,,12,552,,REST-IMNCR
4009197,ARGENTINA,LAR.W1C WalMart Cordoba,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-17 00:00:00,Lunes,,14,551,,REST-IMNCR
3983811,ARGENTINA,LAR.PMJ Jumbo Palermo,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-07 00:00:00,Viernes,,10,541,,REST-IMNCR
3983889,ARGENTINA,LAR.DOT Shopping DOT,FECHADO,OPCO,RESTAURANT,SOFTWARE,NGK,IMAGENES FALTANTES/INCORRECTAS,2023-07-07 00:00:00,Viernes,,10,540,,REST-IMNCR
3971259,ARGENTINA,LAR.SM3 San Miguel 3,FECHADO,LICO,RESTAURANT,SOFTWARE,MERCADO PAGO,NO COBRA,2023-07-03 00:00:00,Lunes,,10,530,,REST-Pagos Digitales
3971350,ARGENTINA,LAR.SDE Santiago del Estero,FECHADO,LICO,RESTAURANT,SOFTWARE,MERCADO PAGO,NO COBRA,2023-07-03 00:00:00,Lunes,,10,530,,REST-Pagos Digitales
3985834,ARGENTINA,LAR.BBB Bahia Blanca,FECHADO,LICO,RESTAURANT,SOFTWARE,NEWPOS,NO CATEGORIZADO,2023-07-07 00:00:00,Viernes,,21,530,,REST-IMNCR
3971497,ARGENTINA,LAR.SM2 San Miguel 2,FECHADO,LICO,RESTAURANT,SOFTWARE,MERCADO PAGO,NO COBRA,2023-07-03 00:00:00,Lunes,,11,529,,REST-Pagos Digitales
3972055,ARGENTINA,LAR.AR3 Ramos Mejia,FECHADO,OPCO,RESTAURANT,SOFTWARE,MERCADO PAGO,NO COBRA,2023-07-03 00:00:00,Lunes,,13,527,,REST-Pagos Digitales
3981655,ARGENTINA,LAR.SFS San Francisco Solano,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-06 00:00:00,Jueves,,12,525,,REST-NCR
3999545,ARGENTINA,LAR.BBB Bahia Blanca,FECHADO,LICO,RESTAURANT,HARDWARE,Pos,POS OFFLINE,2023-07-13 00:00:00,Jueves,,12,525,,REST-NCR
3973148,ARGENTINA,LAR.TEM Terminal Mar del Plata,FECHADO,OPCO,RESTAURANT,SOFTWARE,TILES,WAYSTATION,2023-07-03 00:00:00,Lunes,,19,518,,NP6_N2_Support
4021054,ARGENTINA,LAR.CSR Av. Centenario 3500,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,NGK,IMAGENES FALTANTES/INCORRECTAS,2023-07-21 00:00:00,Viernes,,10,515,,REST-IMNCR
4007020,ARGENTINA,LAR.AL8 San Fernando,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-16 00:00:00,Domingo,,15,509,,REST-IMNCR
4007023,ARGENTINA,LAR.SF5 Santa Fe 4601,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-16 00:00:00,Domingo,,15,509,,REST-IMNCR
4007028,ARGENTINA,LAR.CGP Carrefour General Paz,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-16 00:00:00,Domingo,,15,509,,REST-IMNCR
4007090,ARGENTINA,LAR.OLI Olivos,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,15,508,,REST-IMNCR
4007095,ARGENTINA,LAR.OLI Olivos,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,15,508,,REST-IMNCR
4007111,ARGENTINA,LAR.MRJ Jumbo Moron,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,16,508,,REST-IMNCR
4007127,ARGENTINA,LAR.DOT Shopping DOT,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,16,508,,REST-IMNCR
4007134,ARGENTINA,LAR.CYM Cabildo Y Monroe,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,16,508,,REST-IMNCR
4007137,ARGENTINA,LAR.CUE Villa Del Parque,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,16,508,,REST-IMNCR
4007140,ARGENTINA,LAR.COL Colegiales,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,16,508,,REST-IMNCR
4007166,ARGENTINA,LAR.COL Colegiales,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,16,508,,REST-IMNCR
4007177,ARGENTINA,LAR.DOT Shopping DOT,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,16,508,,REST-IMNCR
4007184,ARGENTINA,LAR.CGP Carrefour General Paz,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,16,508,,REST-IMNCR
4007193,ARGENTINA,LAR.CFL Cabildo y Federico Lacroze,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,16,508,,REST-IMNCR
4007195,ARGENTINA,LAR.BEU Belgrano Unimarc,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,16,508,,REST-IMNCR
4007201,ARGENTINA,LAR.BEL Belgrano,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,16,508,,REST-IMNCR
4007108,ARGENTINA,LAR.OLI Olivos,FECHADO,OPCO,RESTAURANT,SOFTWARE,NGK,IMAGENES FALTANTES/INCORRECTAS,2023-07-16 00:00:00,Domingo,,16,508,,REST-IMNCR
4007250,ARGENTINA,LAR.BEL Belgrano,FECHADO,OPCO,RESTAURANT,SOFTWARE,NGK,IMAGENES FALTANTES/INCORRECTAS,2023-07-16 00:00:00,Domingo,,17,507,,REST-IMNCR
4007260,ARGENTINA,LAR.BEL Belgrano,FECHADO,OPCO,RESTAURANT,SOFTWARE,NGK,IMAGENES FALTANTES/INCORRECTAS,2023-07-16 00:00:00,Domingo,,17,507,,REST-IMNCR
4007425,ARGENTINA,LAR.BEL Belgrano,FECHADO,OPCO,RESTAURANT,SOFTWARE,NGK,IMAGENES FALTANTES/INCORRECTAS,2023-07-16 00:00:00,Domingo,,19,507,,REST-IMNCR
4020094,ARGENTINA,LAR.NOR Ruta 27 y Nordelta,SOLUCIONADO,OPCO,RESTAURANT,HARDWARE,Monitor Cod,SE REINICIA,2023-07-20 00:00:00,Jueves,,19,506,,REST-NCR
4007363,ARGENTINA,LAR.AL8 San Fernando,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,18,506,,REST-IMNCR
4007367,ARGENTINA,LAR.AT1 Av. Triunvirato 4680,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,18,506,,REST-IMNCR
4007374,ARGENTINA,LAR.AT1 Av. Triunvirato 4680,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,18,506,,REST-IMNCR
4007379,ARGENTINA,LAR.AT1 Av. Triunvirato 4680,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,18,506,,REST-IMNCR
4007387,ARGENTINA,LAR.BEL Belgrano,FECHADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-16 00:00:00,Domingo,,18,506,,REST-IMNCR
4023031,ARGENTINA,"LAR.25T 25 de Mayo 398, Tucuman",SOLUCIONADO,LICO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-21 00:00:00,Viernes,,18,506,,REST-IMNCR
4023040,ARGENTINA,"LAR.25T 25 de Mayo 398, Tucuman",SOLUCIONADO,LICO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-21 00:00:00,Viernes,,18,506,,REST-IMNCR
4007358,ARGENTINA,LAR.AL8 San Fernando,FECHADO,OPCO,RESTAURANT,SOFTWARE,NGK,IMAGENES FALTANTES/INCORRECTAS,2023-07-16 00:00:00,Domingo,,18,506,,REST-IMNCR
4007402,ARGENTINA,LAR.BEL Belgrano,FECHADO,OPCO,RESTAURANT,SOFTWARE,NGK,IMAGENES FALTANTES/INCORRECTAS,2023-07-16 00:00:00,Domingo,,18,506,,REST-IMNCR
4007410,ARGENTINA,LAR.BEL Belgrano,FECHADO,OPCO,RESTAURANT,SOFTWARE,NGK,IMAGENES FALTANTES/INCORRECTAS,2023-07-16 00:00:00,Domingo,,18,506,,REST-IMNCR
4007413,ARGENTINA,LAR.BEL Belgrano,FECHADO,OPCO,RESTAURANT,SOFTWARE,NGK,IMAGENES FALTANTES/INCORRECTAS,2023-07-16 00:00:00,Domingo,,18,506,,REST-IMNCR
4007421,ARGENTINA,LAR.BEL Belgrano,FECHADO,OPCO,RESTAURANT,SOFTWARE,NGK,IMAGENES FALTANTES/INCORRECTAS,2023-07-16 00:00:00,Domingo,,18,506,,REST-IMNCR
4007538,ARGENTINA,LAR.CLH Av. Las Heras 3215,FECHADO,OPCO,RESTAURANT,HARDWARE,MONITOR KVS/COCINA,SIN CONEXION,2023-07-16 00:00:00,Domingo,,20,505,,REST-IMNCR
4007544,ARGENTINA,"LAR.25T 25 de Mayo 398, Tucuman",FECHADO,LICO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-16 00:00:00,Domingo,,20,505,,REST-IMNCR
4023117,ARGENTINA,LAR.AR5 Av. Rivadavia 3100,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,NO CATEGORIZADO,2023-07-21 00:00:00,Viernes,,19,505,,REST-IMNCR
4016187,ARGENTINA,LAR.NVC Nuñez y Victorino Cordoba,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-19 00:00:00,Miercoles,,13,504,,REST-IMNCR
4007668,ARGENTINA,LAR.MRN Moron,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-16 00:00:00,Domingo,,22,503,,REST-IMNCR
4007676,ARGENTINA,LAR.LAV Lavalle,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-16 00:00:00,Domingo,,23,503,,REST-IMNCR
4016247,ARGENTINA,LAR.BER Berazategui,FECHADO,OPCO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-19 00:00:00,Miercoles,,14,503,,REST-IMNCR
3975887,ARGENTINA,LAR.BAS Bulevard Adrogue Shopping,FECHADO,OPCO,RESTAURANT,SOFTWARE,MERCADO PAGO,DEMORAS EN OPERACIÓN,2023-07-04 00:00:00,Martes,,14,503,,REST-Pagos Digitales
3988161,ARGENTINA,LAR.TMZ TERMINAL MENDOZA,FECHADO,LICO,RESTAURANT,HARDWARE,PINPAD,SIN COMUNICACION,2023-07-09 00:00:00,Domingo,,0,502,,REST-IMNCR
4023488,ARGENTINA,LAR.RVC Av. Fuerza Aerea Cba.,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,2023-07-21 00:00:00,Viernes,,23,501,,REST-IMNCR
4023497,ARGENTINA,LAR.QLM Quilmes,SOLUCIONADO,OPCO,RESTAURANT,SOFTWARE,NEWPOS,TECLAS SIN IMAGENES,2023-07-21 00:00:00,Viernes,,23,501,,REST-IMNCR
4002532,ARGENTINA,LAR.AR7 Av. Rivadavia Al 5700,FECHADO,OPCO,RESTAURANT,HARDWARE,IMPRESORA FISCAL/TIQUETES,NO IMPRIME,2023-07-14 00:00:00,Viernes,,13,500,,REST-NCR
3985159,ARGENTINA,LAR.PEC Plaza España Cordoba,FECHADO,OPCO,RESTAURANT,HARDWARE,IMPRESORA FISCAL/TIQUETES,NO IMPRIME,2023-07-07 00:00:00,Viernes,,16,497,,REST-NCR
4003503,ARGENTINA,LAR.GPC General Paz,FECHADO,OPCO,RESTAURANT,SOFTWARE,Monitor Orb,APLICACION TILDADA/NO RESPONDE,2023-07-14 00:00:00,Viernes,,19,497,,Consultoría Flex Tiles
