AGE,Range,ID,Cliente,Estado,opco_lico,Helpdesk,Titulo,categoria1,categoria2,categoria3,categoria4,categoria5,categoria6,Fecha de Creación,esta_com_a_v30
53,>45 y <=60,3664811,REC Recreio Shopping - LICO,EM ESPERA,LICO,REST-BRA-N2 Chamados Globais,NÃO EMITE RELATORIO DE FECHAMENTO DO DIA,RESTAURANTE BRASIL,HARDWARE,NGK/TOTEM,NÃO LIGA,,,2023-03-07 00:00:00,MR4 2.4
46,>45 y <=60,3682975,LMR LIMEIRA DRIVE 02 - LICO,PENDENTE,LICO,REST-BRA-N2 Chamados Globais,ERRO AO GERAR ARQUIVO INTERFACE DE NOTAS FISCAIS,RESTAURANTE BRASIL,INFRAESTRUTURA,LINK,QUEDA,,,2023-03-14 00:00:00,MR4 2.4
25,>15 y <=30,3740420,AID AVENIDA INTERLAGOS DRIVE - OPCO - S - M,EM ESPERA,OPCO,REST-BRA-N2 DELIVERY,DIVERGENCIA DE VALOR,RESTAURANTE BRASIL,APLICAÇÃO,DELIVERY,DELIVERY - ORD,,,2023-04-04 00:00:00,MR4.2.5 
24,>15 y <=30,3744072,DBR DUTRA CONTINENTE - OPCO - N - A,EM ESPERA,OPCO,REST-BRA-N2 DELIVERY,CONTROLÁVEIS/DELIVERY,RESTAURANTE BRASIL,APLICAÇÃO,DELIVERY,DELIVERY - ORD,,,2023-04-05 00:00:00,MR4.2.5 
26,>15 y <=30,3735596,RISOMARA SANTOS DA SILVA,ABERTO,,REST-BRA-N2 DELIVERY,FLEX DELIVERY - ACESSO,RESTAURANTE BRASIL,APLICAÇÃO,FLEX,NÃO ENTRA COM USUÁRIO ADMIN,,,2023-04-03 00:00:00,
24,>15 y <=30,3742403,SSM SHOPPING SANTA MARIA - OPCO - S - B,ABERTO,OPCO,REST-BRA-N2 DIGITAL,POS41 / POS42 - CANCELA CUPOM DO CARTÃO BANRISUL,RESTAURANTE BRASIL,APLICAÇÃO,NP6,CANCELANDO CUPOM,,,2023-04-05 00:00:00,MR4.2.5 
26,>15 y <=30,3736077,BOB SHOPPING BOURBON - LICO - N1S,ABERTO,LICO,REST-BRA-N2 DIGITAL,CARTEIRA DIGITAL,RESTAURANTE BRASIL,SOFTWARE,PINPAD,FORMA DE PAGAMENTO,,,2023-04-03 00:00:00,MR4 2.4
42,>30 y <=45,3694154,AAE AV AGUAS ESPRAIADAS - OPCO - S - A,ABERTO,OPCO,REST-BRA-N2 Gestão Telecom,HEDSET NÃO FUNCIONA,RESTAURANTE BRASIL,HARDWARE,HME,HEADSET NÃO FUNCIONA,,,2023-03-18 00:00:00,MR4.2.5 
31,>30 y <=45,3722742,GDU GDU - GUARULHOS DUTRA - OPCO - S - B,ABERTO,OPCO,REST-BRA-N2 Gestão Telecom,RESTAURANTE COM 3 HEADSET DANIFICADOS,RESTAURANTE BRASIL,HARDWARE,HME,HEADSET NÃO FUNCIONA,,,2023-03-29 00:00:00,MR4.2.5 
60,>45 y <=60,3643995,AVR ALVORADA DRIVE - OPCO,ABERTO,OPCO,REST-BRA-N2 Gestão Telecom,HEADSET DEFEITO,RESTAURANTE BRASIL,HARDWARE,HME,HEADSET NÃO FUNCIONA,,,2023-02-28 00:00:00,MR4.2.5 
57,>45 y <=60,3653748,ADJ ADJ - ARACAJU DRIVE JARDINS DRIVE - OPCO - N - M,ABERTO,OPCO,REST-BRA-N2 Gestão Telecom,NÃO FUNCIONA,RESTAURANTE BRASIL,HARDWARE,HME,HEADSET NÃO FUNCIONA,,,2023-03-03 00:00:00,MR4.2.5 
57,>45 y <=60,3654374,PCC POCOS DE CALDAS DRIVE - OPCO - N - M,ABERTO,OPCO,REST-BRA-N2 Gestão Telecom,HED SEAT NÃP FUNCIONA,RESTAURANTE BRASIL,HARDWARE,HME,HEADSET NÃO FUNCIONA,,,2023-03-03 00:00:00,MR4.2.5 
49,>45 y <=60,3674874,CBV CBV - CURITIBA BOA VISTA - OPCO - S - M,ABERTO,OPCO,REST-BRA-N2 Gestão Telecom,DEMANDA PARA CONCERTO,RESTAURANTE BRASIL,HARDWARE,HME,HEADSET NÃO FUNCIONA,,,2023-03-11 00:00:00,MR4.2.5 
47,>45 y <=60,3680226,JBO JABOATAO DRIVE - OPCO - S - B,ABERTO,OPCO,REST-BRA-N2 Gestão Telecom,HEADSET NÃO FUNCIONA,RESTAURANTE BRASIL,HARDWARE,HME,HEADSET NÃO FUNCIONA,,,2023-03-13 00:00:00,MR4.2.5 
46,>45 y <=60,3682370,AFP AFONSO PENA - OPCO - N - M,ABERTO,OPCO,REST-BRA-N2 Gestão Telecom,HEADSET NÃO FUNCIONA,RESTAURANTE BRASIL,HARDWARE,HME,HEADSET NÃO FUNCIONA,,,2023-03-14 00:00:00,MR4.2.5 
24,>15 y <=30,3742779,PAN PRACA PANAMERICANA - OPCO - S - C,ABERTO,OPCO,REST-BRA-N2 HME,TELA DESLIGADA,RESTAURANTE BRASIL,APLICAÇÃO,HME,SYNC IN PROGRESS,,,2023-04-05 00:00:00,MR4.2.5 
23,>15 y <=30,3745544,ECA ENG. CAETANO ALVARES - OPCO - S - C,ABERTO,OPCO,REST-BRA-N2 HME,"HME, APLICAÇÃO NÃO ESTA EM ABERTA.",RESTAURANTE BRASIL,APLICAÇÃO,HME,SYNC IN PROGRESS,,,2023-04-06 00:00:00,MR4.2.5 
29,>15 y <=30,3729124,CRD CAPAO REDONDO DRIVE - OPCO - S - A,EM ESPERA,OPCO,REST-BRA-N2 HME,HME - SENSOR DO CAIXA E RETIRADA INOPERANTE,RESTAURANTE BRASIL,HARDWARE,HME,SENSORES,,,2023-03-31 00:00:00,MR4.2.5 
28,>15 y <=30,3732384,AMC AV MIGUEL CONEJO - OPCO - S - A,ABERTO,OPCO,REST-BRA-N2 HME,HME - SENSOR DO MENU INOPERANTE. TSP APRESENTANDO FALHAS.,RESTAURANTE BRASIL,HARDWARE,HME,SENSORES,,,2023-04-01 00:00:00,MR4.2.5 
25,>15 y <=30,3739271,FOZ FOZ DO IGUACU - OPCO - S - C,ABERTO,OPCO,REST-BRA-N2 HME,SENSOR DRIVE,RESTAURANTE BRASIL,HARDWARE,HME,SENSORES DA PISTA (DRIVE),,,2023-04-04 00:00:00,MR4.2.5 
23,>15 y <=30,3745552,ECA ENG. CAETANO ALVARES - OPCO - S - C,ABERTO,OPCO,REST-BRA-N2 HME,MONITOR HME- NÃO LIGA,RESTAURANTE BRASIL,HARDWARE,MONITOR,NÃO LIGA,,,2023-04-06 00:00:00,MR4.2.5 
42,>30 y <=45,3693598,USP DRIVE - OPCO,EM ESPERA,OPCO,REST-BRA-N2 HME,HME - SENSOR RETIRADA ACIONANDO SOZINHO,RESTAURANTE BRASIL,APLICAÇÃO,HME,CARRO FANTASMA,,,2023-03-18 00:00:00,MR4.2.5 
35,>30 y <=45,3714002,MON MON - ESTRADA MONTEIRO - OPCO - N - M,PENDENTE,OPCO,REST-BRA-N2 HME,CARRO FANTASMA,RESTAURANTE BRASIL,APLICAÇÃO,HME,CARRO FANTASMA,,,2023-03-25 00:00:00,MR4.2.5 
34,>30 y <=45,3715352,FCR FCR - FRANCO DA ROCHA - OPCO - S - B,EM ESPERA,OPCO,REST-BRA-N2 HME,HME - SENSOR DO MENU INOPERANTE,RESTAURANTE BRASIL,HARDWARE,HME,SENSORES,,,2023-03-26 00:00:00,MR4.2.5 
31,>30 y <=45,3723165,AJB JULIO BUONO - OPCO - S - M,EM ESPERA,OPCO,REST-BRA-N2 HME,HME - EMITE AVISO NOS HEADSETS MESMO SEM CARRO NO COD,RESTAURANTE BRASIL,HARDWARE,HME,SENSORES,,,2023-03-29 00:00:00,MR4.2.5 
45,>30 y <=45,3685503,SAD SANTO ANDRE - OPCO - S - C,EM ESPERA,OPCO,REST-BRA-N2 HME,HME - SENSOR DO MENU APRESENTANDO FALHA + FIAÇÃO EXPOSTA.,RESTAURANTE BRASIL,HARDWARE,MONITOR DO COD,NÃO FUNCIONA,,,2023-03-15 00:00:00,MR4.2.5 
53,>45 y <=60,3663699,ACL ACLIMACAO - OPCO - S - A,EM ESPERA,OPCO,REST-BRA-N2 HME,HME - SENSOR DA ENTREGA INOPERANTE + FIAÇÃO EXPOSTA,RESTAURANTE BRASIL,APLICAÇÃO,HME,CARRO FANTASMA,,,2023-03-07 00:00:00,MR4.2.5 
47,>45 y <=60,3680485,IDR ILHA DRIVE - OPCO - N - C,EM ESPERA,OPCO,REST-BRA-N2 HME,HME - SENSOR DA ENTREGA INOPERANTE,RESTAURANTE BRASIL,APLICAÇÃO,HME,TEMPO DO CARRO NÃO COMPUTADO,,,2023-03-13 00:00:00,MR4.2.5 
54,>45 y <=60,3660151,AXV ALTO DA XV - OPCO - S - M,EM ESPERA,OPCO,REST-BRA-N2 HME,HME - SENSOR DO MENU INOPERNATE,RESTAURANTE BRASIL,HARDWARE,HME,SENSORES,,,2023-03-06 00:00:00,MR4.2.5 
53,>45 y <=60,3663783,SMD SAO MIGUEL DRIVE - OPCO,EM ESPERA,OPCO,REST-BRA-N2 HME,HME - SENSOR DO MENU INOPERANTE,RESTAURANTE BRASIL,HARDWARE,HME,SENSORES,,,2023-03-07 00:00:00,MR4.2.5 
47,>45 y <=60,3679043,MDR MACEIO DRIVE - OPCO - N - A,EM ESPERA,OPCO,REST-BRA-N2 HME,HME - SENSOR DO MENU INOPERANTE,RESTAURANTE BRASIL,HARDWARE,HME,SENSORES,,,2023-03-13 00:00:00,MR4.2.5 
23,>15 y <=30,3745269,ARL RADIAL LESTE - OPCO - S - C,ABERTO,OPCO,REST-BRA-N2 HP,FLEX - DIVERGÊNCIA DE VENDAS DO DIA 05/04,RESTAURANTE BRASIL,APLICAÇÃO,FLEX,DIVERGÊNCIA DE VALORES FINANCEIROS,,,2023-04-06 00:00:00,MR4.2.5 
23,>15 y <=30,3745291,JOG JORGE BERETTA - OPCO,EM ESPERA,OPCO,REST-BRA-N2 HP,FLEX - DIVERGÊNCIA DE VENDAS DO DIA 05/04,RESTAURANTE BRASIL,APLICAÇÃO,FLEX,DIVERGÊNCIA DE VALORES FINANCEIROS,,,2023-04-06 00:00:00,MR4.2.5 
23,>15 y <=30,3745457,INT SHOPPING INTERLAGOS - OPCO - S - C,ABERTO,OPCO,REST-BRA-N2 HP,FLEX - DIVERGÊNCIA DE VENDAS DO DIA 05/04,RESTAURANTE BRASIL,APLICAÇÃO,FLEX,DIVERGÊNCIA DE VALORES FINANCEIROS,,,2023-04-06 00:00:00,MR4.2.5 
24,>15 y <=30,3743414,CFR CARREFOUR RECIFE - OPCO - S - B,ABERTO,OPCO,REST-BRA-N2 HP,NÃO INCORPOROU A VENDA DIA 03/04,RESTAURANTE BRASIL,APLICAÇÃO,FLEX,REENVIO DE VENDAS,,,2023-04-05 00:00:00,MR4.2.5 
23,>15 y <=30,3745654,CMV CMV - CRISTIANO MACHADO - OPCO - N - B,ABERTO,OPCO,REST-BRA-N2 InfraEstrutura,GSC01 - PRODUÇÃO OFF-LINE,RESTAURANTE BRASIL,APLICAÇÃO,NP6,PRODUÇÃO OFFLINE,,,2023-04-06 00:00:00,MR4.2.5 
23,>15 y <=30,3745418,JA2 TAQUARA DRIVE - OPCO - N - B,ABERTO,OPCO,REST-BRA-N2 InfraEstrutura,JANELASD NÃO ABREM APOS ATUALIZAÇÃO MICRO,RESTAURANTE BRASIL,HARDWARE,MICRO DA GERENCIA,NÃO LIGA,,,2023-04-06 00:00:00,MR4.2.5 
23,>15 y <=30,3745531,ARK AV. ROBERT KENNEDY - OPCO - S - A,ABERTO,OPCO,REST-BRA-N2 InfraEstrutura,NÃO ESTA APARECENDO DOS DOCUMENTOS BAIXADO DO CONTROLÁVEIS,RESTAURANTE BRASIL,HARDWARE,MICRO DA GERENCIA,NÃO LIGA,,,2023-04-06 00:00:00,MR4.2.5 
24,>15 y <=30,3743722,PPG PALLADIUM PONTA GROSSA - OPCO - S - B,ABERTO,OPCO,REST-BRA-N2 KPEYES,RESET DE SENHA,RESTAURANTE BRASIL,APLICAÇÃO,TURNO DIGITAL,SEM ACESSO,,,2023-04-05 00:00:00,MR4.2.5 
34,>30 y <=45,3715385,WPA WALMART PACAEMBU - OPCO - S - B,ABERTO,OPCO,REST-BRA-N2 KPEYES,ERRO AO ACESSO,RESTAURANTE BRASIL,APLICAÇÃO,TURNO DIGITAL,SEM ACESSO,,,2023-03-26 00:00:00,MR4.2.5 
27,>15 y <=30,3733104,BUT SHOPPING BUTANTA - OPCO - S - B,ABERTO,OPCO,REST-BRA-N2 MegaMidia,MENU,RESTAURANTE BRASIL,HARDWARE,DIGITAL MENU BOARD (DMB),NÃO FUNCIONA,,,2023-04-02 00:00:00,MR4.2.5 
26,>15 y <=30,3736401,ETA CARREFOUR ANCHIETA - OPCO - S - B,ABERTO,OPCO,REST-BRA-N2 MegaMidia,INSTALAÇÃO DE 2 TV’S BALCÃO.,RESTAURANTE BRASIL,HARDWARE,DIGITAL MENU BOARD (DMB),NÃO FUNCIONA,,,2023-04-03 00:00:00,MR4.2.5 
25,>15 y <=30,3740681,PTM PORTAL DO MORUMBI - OPCO - S - B,ABERTO,OPCO,REST-BRA-N2 MegaMidia,MENU NÃO ESTA SINCRONIZANDO,RESTAURANTE BRASIL,HARDWARE,DIGITAL MENU BOARD (DMB),NÃO FUNCIONA,,,2023-04-04 00:00:00,MR4.2.5 
30,>15 y <=30,3727018,TOT TOT - DRIVE TEOTONIO - OPCO - S - A,ABERTO,OPCO,REST-BRA-N2 MegaMidia,INSTALAR O PROGRAMA PELA MEGA MIDIA,RESTAURANTE BRASIL,HARDWARE,MONITOR DO BREAK,NÃO FUNCIONA,,,2023-03-30 00:00:00,MR4.2.5 
28,>15 y <=30,3731374,BUT SHOPPING BUTANTA - OPCO - S - B,ABERTO,OPCO,REST-BRA-N2 MegaMidia,TELA NO MENU DIGITAL NÃO REINICIA,RESTAURANTE BRASIL,SOFTWARE,DIGITAL MENU BOARD (DMB),TELA INVERTIDA,,,2023-04-01 00:00:00,MR4.2.5 
53,>45 y <=60,3662838,ETA CARREFOUR ANCHIETA - OPCO - S - B,PENDENTE,OPCO,REST-BRA-N2 MegaMidia,MENU DIGITAL SEM PREÇO,RESTAURANTE BRASIL,HARDWARE,DIGITAL MENU BOARD (DMB),NÃO FUNCIONA,,,2023-03-07 00:00:00,MR4.2.5 
30,>15 y <=30,3727145,PTD PETROPOLIS DRIVE - OPCO - N - M,EM ESPERA,OPCO,REST-BRA-N2 NP6 CAP,POS73 - PETTY CASH,RESTAURANTE BRASIL,APLICAÇÃO,NP6,MENU GERÊNCIA,,,2023-03-30 00:00:00,MR4.2.5 
23,>15 y <=30,3745370,PUR PRAÇA UBERABA - LICO,ABERTO,LICO,REST-BRA-N2 NP6 CAP,RELATÓRIO ESTÁ COM ERRO REFERENTE DIA 04,RESTAURANTE BRASIL,APLICAÇÃO,NP6,MENU GERÊNCIA,,,2023-04-06 00:00:00,V27
24,>15 y <=30,3741211,NSH NORTE SHOPPING - OPCO - N - C,ABERTO,OPCO,REST-BRA-N2 NP6 CAP,POS99 - NÃO REIMPRIME 2ª VIA DA SANGRIA,RESTAURANTE BRASIL,APLICAÇÃO,NP6,SANGRIA,,,2023-04-05 00:00:00,MR4.2.5 
25,>15 y <=30,3738670,SPM AV. PRESTES MAIA - OPCO - S - C,ABERTO,OPCO,REST-BRA-N2 NP6 CAP,POS01 - GAVETA NÃO ABRE,RESTAURANTE BRASIL,HARDWARE,GAVETA DO POS,NÃO ABRE GAVETA,,,2023-04-04 00:00:00,MR4.2.5 
23,>15 y <=30,3745013,HOD HORTOLANDIA DRIVE - LICO - M,ABERTO,LICO,REST-BRA-N2 NP6 CAP,POS 71/73 OFF,RESTAURANTE BRASIL,HARDWARE,Pos,EQUIPAMENTO OFFLINE,,,2023-04-06 00:00:00,MR4 2.4
28,>15 y <=30,3731452,POA PROTASIO ALVES - OPCO,EM ESPERA,OPCO,REST-BRA-N2 NP6 CAP,PEDIDOS DO MOP NO DRIVE NAO ESTA SUBINDO PRA TELA,RESTAURANTE BRASIL,SOFTWARE,MEQUI SEM FILA,ERRO DE INTEGRAÇÃO TABLET / POS,,,2023-04-01 00:00:00,MR4.2.5 
25,>15 y <=30,3740069,BOD BOTUCATU DRIVE - LICO - A,EM ESPERA,LICO,REST-BRA-N2 NP6 CAP,PEDIDOS DO PEÇA E RETIRE NÃO APARECEM NO TABLET,RESTAURANTE BRASIL,SOFTWARE,MEQUI SEM FILA,NENHUM PEDIDO CHEGA NO TABLET,,,2023-04-04 00:00:00,MR4 2.4
43,>30 y <=45,3693067,PIL PRINCESA ISABEL LEME - OPCO,ABERTO,OPCO,REST-BRA-N2 Operação Assistida NP6-V30,PRODUTO 33039 DESATIVADO E REGISTRANDO,RESTAURANTE BRASIL,APLICAÇÃO,NP6,SMART CUPOM,,,2023-03-17 00:00:00,MR4.2.5 
57,>45 y <=60,3652524,MAD MADUREIRA - LICO - A,ABERTO,LICO,REST-BRA-N2 Operação Assistida NP6-V30,PEDIDOS CANCELADOS AUTOMÁTICOS NO CARTÃO,RESTAURANTE BRASIL,APLICAÇÃO,NP6,CANCELANDO CUPOM,,,2023-03-03 00:00:00,MR4 2.4
29,>15 y <=30,3728420,WLZ WASHINGTON LUIZ - OPCO - S - C,ABERTO,OPCO,REST-BRA-N2 Radius,O TABLET DO SERVIÇO A MESA NÃO CONECTA PARA VERMOS OS MAPAS DE LOCALIZAÇÃO,RESTAURANTE BRASIL,HARDWARE,SERVIÇO A MESA,NÃO SINCRONIZADO,,,2023-03-31 00:00:00,MR4.2.5 
38,>30 y <=45,3705054,MDW MIDWAY SHOPPING - OPCO - N - A,ABERTO,OPCO,REST-BRA-N2 Radius,TABLET ENTREGA A MESA REINICIOU E ESTÁ SOLICTANDO LOGIN DE ACESSO,RESTAURANTE BRASIL,HARDWARE,SERVIÇO A MESA,NÃO SINCRONIZADO,,,2023-03-22 00:00:00,MR4.2.5 
45,>30 y <=45,3687190,MGD MATO GROSSO DRIVE - OPCO - N - M,ABERTO,OPCO,REST-BRA-N2 Radius,TABLET SERVIÇO A MESA,RESTAURANTE BRASIL,HARDWARE,SERVIÇO A MESA,TAG NÃO FUNCIONA,,,2023-03-15 00:00:00,MR4.2.5 
44,>30 y <=45,3690249,AAB ASSIS BRASIL - OPCO - S - A,ABERTO,OPCO,REST-BRA-N2 Radius,LOCALIZADOR - SERVIÇO DE MESA,RESTAURANTE BRASIL,HARDWARE,SERVIÇO A MESA,TAG NÃO FUNCIONA,,,2023-03-16 00:00:00,MR4.2.5 
45,>30 y <=45,3687714,WLZ WASHINGTON LUIZ - OPCO - S - C,PENDENTE,OPCO,REST-BRA-N2 Radius,"TABLET DE SERVIÇO DE MESA NÃO FUNCIONA, SEM SINAL // VERIFICAR REDE COM O NOC",RESTAURANTE BRASIL,HARDWARE,SERVIÇO A MESA,TELA NÃO FUNCIONA,,,2023-03-15 00:00:00,MR4.2.5 
44,>30 y <=45,3688750,GRU GUARULHOS - OPCO - S - C,ABERTO,OPCO,REST-BRA-N2 Radius,TABLET DE LOCALIZAR ZONA DO ENTREGA Q MESA NÃO LIGA,RESTAURANTE BRASIL,HARDWARE,SERVIÇO A MESA,TELA NÃO FUNCIONA,,,2023-03-16 00:00:00,MR4.2.5 
33,>30 y <=45,3717676,BDT BANDEIRANTES - OPCO - S - C,PENDENTE,OPCO,REST-BRA-N2 Radius,TABLET  SERVIÇO A MESA NÃO ESTA ENTRANDO NO  SERVIÇO A MESA,RESTAURANTE BRASIL,HARDWARE,TABLET DO CLIENTE,NÃO FUNCIONA,,,2023-03-27 00:00:00,MR4.2.5 
36,>30 y <=45,3712385,CAB CURITIBA CABRAL - OPCO - S - C,ABERTO,OPCO,REST-BRA-N2 Radius,TABLET DE ENTREGA MESA - SEM CONEXAO,RESTAURANTE BRASIL,INFRAESTRUTURA,LINK,QUEDA,,,2023-03-24 00:00:00,MR4.2.5 
58,>45 y <=60,3649942,Caue Luiz Nascimento Silva,ABERTO,,REST-BRA-N2 RHPONTO,REP-RELOGIO DE PONTO,RESTAURANTE BRASIL,SOFTWARE,RELÓGIO DE PONTO,COLETA DE MARCAÇÕES,,,2023-03-02 00:00:00,
28,>15 y <=30,3732897,ARL RADIAL LESTE - OPCO - S - C,EM ESPERA,OPCO,REST-BRA-N2 Telefonia Celular,VIVOBOX 4G NA LOCALIDADE ARL – RESTAURANTES,RESTAURANTE BRASIL,INFRAESTRUTURA,LINK,PERDA DE PACOTES,,,2023-04-01 00:00:00,MR4.2.5 
30,>15 y <=30,3725052,BLE BRAZ LEME - OPCO - S - C,ABERTO,OPCO,REST-BRA-N2 Telefonia Celular,TELA DANIFICADA,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-03-30 00:00:00,MR4.2.5 
27,>15 y <=30,3733566,ALS AL. SANTOS - OPCO - S - M,ABERTO,OPCO,REST-BRA-N2 Telefonia Celular,TELEFONE DA LOJA DINIFICADO NECESSITA DE TROCA,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-04-02 00:00:00,MR4.2.5 
27,>15 y <=30,3734607,STJ SHOPPING TIJUCA - OPCO - N - A,EM ESPERA,OPCO,REST-BRA-N2 Telefonia Celular,TELEFONE NÃO LIGA,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-04-02 00:00:00,MR4.2.5 
26,>15 y <=30,3736614,MTD MARGINAL TIETE DRIVE - OPCO - S - C,EM ESPERA,OPCO,REST-BRA-N2 Telefonia Celular,CELULAR DO RESTAURANTE NÃO ESTÁ LIGANDO,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-04-03 00:00:00,MR4.2.5 
30,>15 y <=30,3724946,CBV CBV - CURITIBA BOA VISTA - OPCO - S - M,ABERTO,OPCO,REST-BRA-N2 Telefonia Celular,PERDA DO CELULAR DA LOJA,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,ROUBO/ FURTO/ PERDA,,,2023-03-30 00:00:00,MR4.2.5 
25,>15 y <=30,3739809,SBM SBM - SAO BENTO METRO - OPCO - S - M,EM ESPERA,OPCO,REST-BRA-N2 Telefonia Celular,O CELULAR FOI ROUBADO,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,ROUBO/ FURTO/ PERDA,,,2023-04-04 00:00:00,MR4.2.5 
45,>30 y <=45,3686340,ALB ALB - ALLBRAS - OPCO - S - M,PENDENTE,OPCO,REST-BRA-N2 Telefonia Celular,CELULAR COM TELA RUIM,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE,QUEBRADO,,,2023-03-15 00:00:00,MR4.2.5 
44,>30 y <=45,3688767,BIC LARGO DO BICAO - OPCO - N - C,EM ESPERA,OPCO,REST-BRA-N2 Telefonia Celular,TELEFONE CELULAR,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-03-16 00:00:00,MR4.2.5 
40,>30 y <=45,3698826,AMC AV MIGUEL CONEJO - OPCO - S - A,ABERTO,OPCO,REST-BRA-N2 Telefonia Celular,APARELHO CELULAR DO RESTAURANTE NÃO LIGA,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-03-20 00:00:00,MR4.2.5 
39,>30 y <=45,3700768,SDP AV DOM PEDRO - OPCO - S - C,ABERTO,OPCO,REST-BRA-N2 Telefonia Celular,TELA QUEBRADA,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-03-21 00:00:00,MR4.2.5 
39,>30 y <=45,3702421,VLA VIA LAGOS - OPCO - N - B,PENDENTE,OPCO,REST-BRA-N2 Telefonia Celular,TROCA DO APARELHO DA LOJA,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-03-21 00:00:00,MR4.2.5 
39,>30 y <=45,3702581,DTP DTP - DRIVE TERCEIRA PERIMETRAL - OPCO - S - B,ABERTO,OPCO,REST-BRA-N2 Telefonia Celular,CELULAR COM A TELA QUEBRADA,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-03-21 00:00:00,MR4.2.5 
38,>30 y <=45,3705247,SMC SHOPPING MACAE - OPCO - N - B,EM ESPERA,OPCO,REST-BRA-N2 Telefonia Celular,MAGNUN,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-03-22 00:00:00,MR4.2.5 
38,>30 y <=45,3705540,CND CONJUNTO COMERCIAL CANOAS - OPCO - S - C,EM ESPERA,OPCO,REST-BRA-N2 Telefonia Celular,CELULAR DA LOJA NÃO FUNCIONA,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-03-22 00:00:00,MR4.2.5 
33,>30 y <=45,3716585,BLE BRAZ LEME - OPCO - S - C,ABERTO,OPCO,REST-BRA-N2 Telefonia Celular,TELA DANIFICADA,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-03-27 00:00:00,MR4.2.5 
33,>30 y <=45,3717694,OUR OURINHOS DRIVE - OPCO - S - M,ABERTO,OPCO,REST-BRA-N2 Telefonia Celular,CELULAR NÃO LIGA,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-03-27 00:00:00,MR4.2.5 
37,>30 y <=45,3709261,BGU BRASILIA GUARA - OPCO - N - A,PENDENTE,OPCO,REST-BRA-N2 Telefonia Celular,TROCA DE CHIP,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,NÃO RECEBE/ FAZ LIGAÇÕES,,,2023-03-23 00:00:00,MR4.2.5 
35,>30 y <=45,3714418,GD2 GD2 - GUARULHOS DUTRA 2 - OPCO - S - M,ABERTO,OPCO,REST-BRA-N2 Telefonia Celular,CELULAR DO FOI FURTADO,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,ROUBO/ FURTO/ PERDA,,,2023-03-25 00:00:00,MR4.2.5 
60,>45 y <=60,3646197,SGU SHOPPING GUARARAPES - OPCO - S - C,EM ESPERA,OPCO,REST-BRA-N2 Telefonia Celular,TELEFONE CELULAR COM TELA TRINCADA,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-02-28 00:00:00,MR4.2.5 
58,>45 y <=60,3650809,SBP SAO BERNARDO PLAZA - OPCO - S - A,EM ESPERA,OPCO,REST-BRA-N2 Telefonia Celular,TROCA DE CELULAR DO RSTAURANTE,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-03-02 00:00:00,MR4.2.5 
57,>45 y <=60,3653404,TOT TOT - DRIVE TEOTONIO - OPCO - S - A,EM ESPERA,OPCO,REST-BRA-N2 Telefonia Celular,CONECTOR PARA CARREGA NAO FUNCIONA,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-03-03 00:00:00,MR4.2.5 
56,>45 y <=60,3656779,SAD SANTO ANDRE - OPCO - S - C,PENDENTE,OPCO,REST-BRA-N2 Telefonia Celular,CELULAR DA LOJA DANIFICADO,RESTAURANTE BRASIL,INFRAESTRUTURA,TELEFONE CELULAR,DANIFICADO,,,2023-03-04 00:00:00,MR4.2.5 
