AGE,Range,ID,Cliente,Estado,opco_lico,Helpdesk,Titulo,categoria1,categoria2,categoria3,categoria4,categoria5,categoria6,Fecha de Creación,esta_com_a_v30
60,>45 y <=60,3643782,LAR.FLA Florida,NOVO,OPCO,REST-IMNCR,POS_29 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247161334,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-02-28 00:00:00,
59,>45 y <=60,3646889,LAR.MAI Maipu al 1000,NOVO,OPCO,REST-IMNCR,KVS_OAT - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365069,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3646926,LAR.MAI Maipu al 1000,NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365156,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3646931,LAR.MAI Maipu al 1000,NOVO,OPCO,REST-IMNCR,KVS_DRK - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365179,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3646939,LAR.MAI Maipu al 1000,NOVO,OPCO,REST-IMNCR,KVS_OAT - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365206,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3646944,LAR.MAI Maipu al 1000,NOVO,OPCO,REST-IMNCR,KVS_SD1 - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365231,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3646951,LAR.SA2 Shopping Alto Avellaneda,NOVO,OPCO,REST-IMNCR,POS_33 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365807,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3646955,LAR.SA2 Shopping Alto Avellaneda,NOVO,OPCO,REST-IMNCR,NGK_87 - NGK - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365804,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3646963,LAR.SA2 Shopping Alto Avellaneda,NOVO,OPCO,REST-IMNCR,NGK_85 - NGK - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365798,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3646975,LAR.SA2 Shopping Alto Avellaneda,NOVO,OPCO,REST-IMNCR,NGK_84 - NGK - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365797,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3646980,LAR.SA2 Shopping Alto Avellaneda,NOVO,OPCO,REST-IMNCR,NGK_81 - NGK - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365827,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3646982,LAR.SA2 Shopping Alto Avellaneda,NOVO,OPCO,REST-IMNCR,NGK_80 - NGK - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365826,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3646991,LAR.SA2 Shopping Alto Avellaneda,NOVO,OPCO,REST-IMNCR,KVS_OAT - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365880,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3646995,LAR.SA2 Shopping Alto Avellaneda,NOVO,OPCO,REST-IMNCR,POS_36 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365911,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3646999,LAR.SA2 Shopping Alto Avellaneda,NOVO,OPCO,REST-IMNCR,KVS_DRK - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365910,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3647008,LAR.SA2 Shopping Alto Avellaneda,NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365924,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3647016,LAR.SA2 Shopping Alto Avellaneda,NOVO,OPCO,REST-IMNCR,NGK_86 - NGK - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365968,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3647028,LAR.SA2 Shopping Alto Avellaneda,NOVO,OPCO,REST-IMNCR,KVS_SD2 - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365960,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3647032,LAR.SA2 Shopping Alto Avellaneda,NOVO,OPCO,REST-IMNCR,KVS_OAT - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365972,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3647052,LAR.CSR Av. Centenario 3500,NOVO,OPCO,REST-IMNCR,NGK_82 - NGK - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247376714,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3647060,LAR.CSR Av. Centenario 3500,NOVO,OPCO,REST-IMNCR,NGK_81 - NGK - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247376739,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3647063,LAR.CSR Av. Centenario 3500,NOVO,OPCO,REST-IMNCR,KVS_SD2 - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247376741,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3647066,LAR.CSR Av. Centenario 3500,NOVO,OPCO,REST-IMNCR,NGK_84 - NGK - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247376781,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3647069,LAR.CSR Av. Centenario 3500,NOVO,OPCO,REST-IMNCR,NGK_85 - NGK - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247376882,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3647100,LAR.COL Colegiales,NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365427,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3647106,LAR.COL Colegiales,NOVO,OPCO,REST-IMNCR,KVS_SD2 - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365495,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3647114,LAR.COL Colegiales,NOVO,OPCO,REST-IMNCR,KVS_DTE - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365473,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3647118,LAR.COL Colegiales,NOVO,OPCO,REST-IMNCR,KVS_SD1 - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365505,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
59,>45 y <=60,3647124,LAR.COL Colegiales,NOVO,OPCO,REST-IMNCR,KVS_DRK - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365503,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-01 00:00:00,
58,>45 y <=60,3649956,LAR.PPZ Palmares Mendoza,NOVO,LICO,REST-IMNCR,POS_31 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247422996,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-02 00:00:00,
58,>45 y <=60,3649979,LAR.PPZ Palmares Mendoza,NOVO,LICO,REST-IMNCR,POS_29 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247422998,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-02 00:00:00,
58,>45 y <=60,3652296,LAR.SM1 San Martin 2880,NOVO,OPCO,REST-IMNCR,KVS_OAT - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247370961,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-02 00:00:00,
58,>45 y <=60,3652299,LAR.SM1 San Martin 2880,NOVO,OPCO,REST-IMNCR,KVS_DRK - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247370810,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-02 00:00:00,
58,>45 y <=60,3652303,LAR.SM1 San Martin 2880,NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247370713,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-02 00:00:00,
58,>45 y <=60,3652313,LAR.EZE Ezeiza,NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247450448,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-02 00:00:00,
58,>45 y <=60,3652316,LAR.PON Neuquen,NOVO,LICO,REST-IMNCR,POS_23 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247447355,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-02 00:00:00,
58,>45 y <=60,3652345,LAR.CCR Cordoba y Caferata Rosario,NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247370881,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-02 00:00:00,
58,>45 y <=60,3652351,"LAR.SSZ Avenida San Martín 1202, Mendoza",NOVO,LICO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247445765,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-02 00:00:00,
57,>45 y <=60,3652446,LAR.AEP Aeroparque,NOVO,OPCO,REST-IMNCR,KVS_OAT - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247465371,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3652464,LAR.AVA Auchman Avellaneda,NOVO,OPCO,REST-IMNCR,NGK_80 - NGK - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247435022,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3652469,LAR.AVA Auchman Avellaneda,NOVO,OPCO,REST-IMNCR,NGK_85 - NGK - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247435021,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3652481,LAR.VCP Villa Carlos Paz,NOVO,OPCO,REST-IMNCR,POS_29 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247437418,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3652497,"LAR.VAC Villa Allende Córdoba, Local 271",NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247435303,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3652515,LAR.R4C Granaderos 200,NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247436516,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3652529,LAR.PAL Palomar,NOVO,OPCO,REST-IMNCR,KVS_OAT - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247429399,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3652531,LAR.PAL Palomar,NOVO,OPCO,REST-IMNCR,KVS_SD2 - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247429397,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3652537,LAR.SMZ San Martin Mendoza,NOVO,LICO,REST-IMNCR,KVS_OAT - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247415190,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3652566,LAR.NUN Nuñez,NOVO,OPCO,REST-IMNCR,POS_20 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 244015518,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3652570,LAR.ROL Rolon,NOVO,OPCO,REST-IMNCR,POS_28 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247403342,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3654408,LAR.FLA Florida,NOVO,OPCO,REST-IMNCR,KVS_DRK - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247395339,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3654416,LAR.FLA Florida,NOVO,OPCO,REST-IMNCR,KVS_SD2 - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247377002,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3654421,LAR.FLA Florida,NOVO,OPCO,REST-IMNCR,KVS_SD1 - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247374532,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3654452,LAR.FLA Florida,NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247374517,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3654467,LAR.FLA Florida,NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247374516,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
57,>45 y <=60,3654501,LAR.FLA Florida,NOVO,OPCO,REST-IMNCR,KVS_OAT - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247374514,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-03 00:00:00,
56,>45 y <=60,3655536,"LAR.S2Z Av. Acceso Este 3280, Mendoza",NOVO,LICO,REST-IMNCR,KVS_DRK - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247397074,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-04 00:00:00,
56,>45 y <=60,3655609,LAR.PEC Plaza España Cordoba,NOVO,OPCO,REST-IMNCR,POS_22 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247514923,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-04 00:00:00,
54,>45 y <=60,3660047,LAR.NUN Nuñez,NOVO,OPCO,REST-IMNCR,POS_23 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247546742,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-06 00:00:00,
54,>45 y <=60,3660082,LAR.AB1 Abasto Patio De Comidas,NOVO,OPCO,REST-IMNCR,POS_23 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247594351,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-06 00:00:00,
54,>45 y <=60,3660083,LAR.PPJ Palmas del Pilar Jumbo,NOVO,OPCO,REST-IMNCR,POS_24 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247387544,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-06 00:00:00,
54,>45 y <=60,3660087,LAR.MTD Mataderos,NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247392027,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-06 00:00:00,
54,>45 y <=60,3660129,LAR.QUU Quilmes Unimarc,NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247379602,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-06 00:00:00,
54,>45 y <=60,3660131,LAR.DIC DINO Cordoba,NOVO,OPCO,REST-IMNCR,KVS_SD2 - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247537507,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-06 00:00:00,
54,>45 y <=60,3660133,LAR.COL Colegiales,NOVO,OPCO,REST-IMNCR,KVS_DTE - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247365473,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-06 00:00:00,
54,>45 y <=60,3660143,LAR.LP2 La Plata Carrefour,NOVO,OPCO,REST-IMNCR,KVS_SD1 - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247378103,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-06 00:00:00,
54,>45 y <=60,3660257,LAR.NUN Nuñez,NOVO,OPCO,REST-IMNCR,POS_23 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247543419,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-06 00:00:00,
54,>45 y <=60,3660272,LAR.DIC DINO Cordoba,NOVO,OPCO,REST-IMNCR,NGK_82 - NGK - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247378367,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-06 00:00:00,
54,>45 y <=60,3660275,LAR.AB1 Abasto Patio De Comidas,NOVO,OPCO,REST-IMNCR,KVS_SD2 - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247535058,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-06 00:00:00,
54,>45 y <=60,3660284,LAR.PBR Paso del Bosque,NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247394931,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-06 00:00:00,
54,>45 y <=60,3660285,LAR.PLS Plaza Liniers Shopping,NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247401063,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-06 00:00:00,
53,>45 y <=60,3662321,LAR.TOM Tortugas Open Mall,NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247655830,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-07 00:00:00,
53,>45 y <=60,3662337,LAR.TOM Tortugas Open Mall,NOVO,OPCO,REST-IMNCR,POS_30 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247655632,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-07 00:00:00,
53,>45 y <=60,3662420,LAR.TOM Tortugas Open Mall,NOVO,OPCO,REST-IMNCR,NGK_85 - NGK - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247655541,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-07 00:00:00,
53,>45 y <=60,3662421,LAR.TOM Tortugas Open Mall,NOVO,OPCO,REST-IMNCR,KVS_ORB - KVS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247655496,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-07 00:00:00,
53,>45 y <=60,3662668,LAR.SMC San Miguel Carrefour,NOVO,LICO,REST-IMNCR,POS_24 - POS - PACKETE DE ACTUALIZACION - ARCHIVOS - DESACTUALIZADOS - SLMG - 247654651,RESTAURANT,SOFTWARE,MONITOR KVS/ COCINA,ITEMS NO SE VISUALIZAN CORRECTAMENTE,,,2023-03-07 00:00:00,
